n  t  Q  VPD  V  T  H  E  P  Dat  Date  Dt  NN  PRel  ERel  Err  Rem_P  #SvFver_62_tbl
	0.0	0.5	0.0	364.259131746228	364.259131746228	12.0	74.0	0.0827555555555557	nan	620.0	620.020833333333	0.5	2257.0	100.0	100.0	-0.1089821714067716	nan
	1.0	1.0	0.0	336.23919853498	336.23919853498	12.0	76.0	0.051644444444444326	nan	620.0	620.041666666667	0.5	2258.0	100.0	100.0	-0.12603328816990397	nan
	2.0	1.5	0.0	350.249165140604	350.249165140604	12.0	75.0	0.051644444444444326	nan	620.0	620.0625	0.5	2259.0	100.0	100.0	-0.13394326975960108	nan
	3.0	2.0	0.0	294.209298718107	294.209298718107	12.0	79.0	0.051644444444444326	nan	620.0	620.083333333333	0.5	2260.0	100.0	100.0	-0.10452664403301806	nan
	4.0	2.5	0.0	308.219265323732	308.219265323732	12.0	78.0	0.051644444444444326	nan	620.0	620.104166666667	0.5	2261.0	100.0	100.0	-0.11220707631118088	nan
	5.0	3.0	0.0	266.189365506859	266.189365506859	12.0	81.0	0.051644444444444326	nan	620.0	620.125	0.5	2262.0	100.0	100.0	-0.08999953162194407	nan
	6.0	3.5	0.0	249.152690900173	249.152690900173	11.0	81.0	0.051644444444444326	-0.160869767441859	620.0	620.145833333333	0.5	2263.0	100.0	100.0	-0.08104795165346457	-0.030816233596397985
	7.0	4.0	0.0	249.152690900173	249.152690900173	11.0	81.0	0.051644444444444326	-0.0714976744186026	620.0	620.166666666667	0.5	2264.0	100.0	100.0	-0.08113745761684407	0.05855585942685841
	8.0	4.5	0.0	118.019695689555	118.019695689555	11.0	91.0	0.0	-0.0714976744186026	620.0	620.1875	0.5	2265.0	100.0	100.0	-0.06292637405188353	0.05855585942685841
	9.0	5.0	0.0	131.132995210617	131.132995210617	11.0	90.0	0.0	-0.0714976744186026	620.0	620.208333333333	0.5	2266.0	100.0	100.0	-0.0699806069685404	0.05855585942685841
	10.0	5.5	0.0	144.246294731679	144.246294731679	11.0	89.0	0.0	-0.0714976744186026	620.0	620.229166666667	0.5	2267.0	100.0	100.0	-0.07702215008144535	0.05855585942685841
	11.0	6.0	0.0	157.359594252741	157.359594252741	11.0	88.0	0.0	-0.0714976744186026	620.0	620.25	0.5	2268.0	100.0	100.0	-0.0840529013769214	0.05855585942685841
	12.0	6.5	31.41	140.099666056242	140.099666056242	12.0	90.0	0.27066666666666594	0.0714976744186026	620.0	620.270833333333	0.5	2269.0	100.0	100.0	0.15827738475660103	-0.700380086719221
	13.0	7.0	62.82	140.099666056242	140.099666056242	12.0	90.0	0.3260444444444432	0.339613953488372	620.0	620.291666666667	0.5	2270.0	100.0	100.0	0.1761256918481588	-1.321504056532496
	14.0	7.5	31.41	154.109632661866	154.109632661866	12.0	89.0	nan	2.59179069767436	620.0	620.3125	0.5	2271.0	100.0	100.0	nan	1.819796554214796
	15.0	8.0	31.41	179.521279054899	179.521279054899	13.0	88.0	0.21964444444444434	3.98599534883718	620.0	620.333333333333	0.5	2272.0	100.0	100.0	0.07569883093548455	3.1585867682413435
	16.0	8.5	659.61	194.481385642807	194.481385642807	13.0	87.0	1.0092444444444433	5.71981395348834	620.0	620.354166666667	0.5	2273.0	100.0	100.0	0.41344298912635113	-3.4930800734495504
	17.0	9.0	439.74	239.496115379859	239.496115379859	14.0	85.0	0.6688888888888864	5.55894418604654	620.0	620.375	0.5	2274.0	100.0	100.0	-0.03688566867419063	-2.853392977221864
	18.0	9.5	596.745	255.46252307185	255.46252307185	14.0	84.0	1.0092444444444433	5.3802	620.0	620.395833333333	0.5	2275.0	100.0	100.0	0.23322558050612407	-3.8328685359207224
	19.0	10.0	471.105	374.6966380482	374.6966380482	15.0	78.0	1.572977777777784	3.80725116279064	620.0	620.416666666667	0.5	2276.0	100.0	100.0	0.459591053147127	-4.731490678002778
	20.0	10.5	439.74	374.6966380482	374.6966380482	15.0	78.0	1.688711111111114	11.636246511628	620.0	620.4375	0.5	2277.0	100.0	100.0	0.6013214547860439	3.5868195843444823
	21.0	11.0	2198.7	435.810845541807	435.810845541807	16.0	76.0	1.421155555555557	9.02658139534884	620.0	620.458333333333	0.5	2278.0	100.0	100.0	-0.07475189514227698	-2.591437011518689
	22.0	11.5	3141.0	562.922342158167	562.922342158167	16.0	69.0	1.0241777777777785	10.7604	620.0	620.479166666667	0.5	2279.0	100.0	100.0	-0.9207053101866274	-0.7778781450309395
	23.0	12.0	94.23	464.418865453831	464.418865453831	17.0	76.0	nan	nan	620.0	620.5	0.5	2280.0	50.0	100.0	nan	nan
	24.0	12.5	62.82	232.209432726916	232.209432726916	17.0	88.0	nan	nan	620.0	620.520833333333	0.5	2281.0	50.0	100.0	nan	nan
	25.0	13.0	125.64	108.952711385452	108.952711385452	16.0	94.0	nan	nan	620.0	620.541666666667	0.5	2282.0	50.0	100.0	nan	nan
	26.0	13.5	1570.5	85.1583268291362	85.1583268291362	15.0	95.0	nan	nan	620.0	620.5625	0.5	2283.0	100.0	100.0	nan	nan
	27.0	14.0	2512.8	90.793926154543	90.793926154543	16.0	95.0	0.06968888888888865	nan	620.0	620.583333333333	0.5	2284.0	100.0	100.0	-0.25059747556107326	nan
